Time,VDD_CPU_GPU_CV,VDD_SOC
3.0208000680431724e-05,1.587,1.424
0.9949789759994019,1.058,1.386
1.994762880000053,0.937,1.386
2.996297632000278,0.896,1.386
3.9960392320008395,0.896,1.386
4.995997312000327,0.896,1.386
5.997900575999665,0.896,1.386
6.998040927999682,0.896,1.386
7.998735327999384,0.896,1.386
8.999427232000016,0.896,1.386
10.008472800000163,1.139,1.386
11.012333407999904,2.275,1.424
12.017110431999754,2.596,1.544
13.008591039999374,1.747,1.424
14.014563872000508,2.678,1.463
15.016377023999667,2.678,1.503
16.02261651200024,2.515,1.424
17.025004608000017,3.002,1.463
18.031280032000723,3.078,1.544
19.02949379200072,3.043,1.463
20.026282528000593,3.038,1.544
21.029757856000288,3.164,1.503
22.016968256000837,1.625,1.424
23.023621247999472,1.221,1.386
24.02292527999998,2.235,1.506
25.023134880000725,2.316,1.506
26.023737056000755,2.353,1.503
27.026089376000527,2.353,1.503
28.025838944000498,2.353,1.503
29.027004159999706,2.357,1.506
30.028667712000242,2.316,1.506
31.029074879999825,2.312,1.506
32.03038508800091,2.353,1.503
33.03036169600091,2.353,1.503
34.03212556800099,2.393,1.503
35.03384175999963,2.312,1.503
36.035346048000065,2.353,1.503
37.03508284800046,2.353,1.503
38.036482976000116,2.312,1.506
39.037859424001,2.316,1.503
40.03912092800056,2.312,1.506
41.039681184000074,2.312,1.506
42.04096329599997,2.312,1.506
43.04244620800091,2.353,1.503
44.04249376000007,2.353,1.503
45.04231120000077,2.316,1.506
46.044688096000755,2.312,1.506
47.04528310400019,2.353,1.503
48.04691177600034,2.312,1.503
49.04766262399971,2.353,1.506
50.0498610880004,2.353,1.503
51.04979068800094,2.357,1.506
52.05105334400105,2.353,1.506
53.050840351999796,2.353,1.503
54.05172057600066,2.353,1.506
55.05508326400013,2.316,1.506
56.05842732800011,2.275,1.506
57.05236083199998,1.017,1.386
58.0536143040008,0.937,1.386
59.05338303999997,0.937,1.386
60.054539488000955,0.937,1.386
61.056208543999674,0.937,1.386
62.06104886399953,1.139,1.426
63.058918816001096,0.937,1.386
64.05911811199985,0.937,1.386
65.05956451200109,0.937,1.386
66.06105603200012,0.978,1.386
