Time,VDD_CPU_GPU_CV,VDD_SOC
3.321599979244638e-05,1.506,1.386
0.9938820480001596,1.019,1.388
1.9929242879998128,0.937,1.388
2.9940180799999325,0.898,1.388
3.994200575999912,0.898,1.388
4.995562111999789,0.898,1.388
5.996435552000094,0.898,1.388
6.997986719999972,0.898,1.388
7.998618015999909,0.898,1.388
8.999746720000076,0.898,1.388
10.004486496000027,0.978,1.388
11.008792384000117,1.304,1.388
12.00423283200007,1.141,1.388
13.004728863999844,0.937,1.388
14.004011359999822,0.896,1.388
15.005853728000147,0.937,1.388
16.00861427200016,1.141,1.386
17.011059743999795,1.304,1.386
18.01695427200002,2.6,1.424
19.009993055999985,1.059,1.386
20.011533823999798,0.896,1.388
21.011919967999802,0.896,1.388
22.01281958399977,0.896,1.388
23.0142401600001,0.896,1.388
24.033130079999864,2.153,1.424
25.0363012480002,2.235,1.506
26.018334272000175,1.141,1.386
27.0192336959999,1.831,1.426
28.0204713600001,1.546,1.386
29.036809023999922,1.994,1.426
30.035435520000192,2.921,1.546
31.036789247999877,2.035,1.424
32.041017439999905,3.083,1.503
33.0261328319998,1.343,1.386
34.02522454400014,0.937,1.388
35.02952262400004,1.263,1.386
36.029090112000176,0.978,1.388
37.0331521600001,1.709,1.426
38.034981631999926,1.872,1.426
39.03600108799992,1.913,1.426
40.03662918400005,1.913,1.426
41.03768671999978,1.913,1.426
42.03864489599982,1.913,1.426
43.0390854719999,1.913,1.426
44.03947324799992,1.872,1.426
45.04077984000014,1.913,1.426
46.03989580799998,1.953,1.426
47.04477366399988,1.913,1.426
48.04576860799989,1.913,1.426
49.04584323200015,1.913,1.426
50.046901184000035,1.872,1.426
51.04954684799986,1.872,1.426
52.04988668799979,1.872,1.426
53.05043619199978,1.872,1.426
54.05105760000015,1.913,1.426
55.05126636800014,1.872,1.426
56.05271708800001,1.872,1.426
57.0549248960001,1.872,1.426
58.05699110400019,1.913,1.426
59.05478851199996,1.872,1.426
60.056322720000026,1.872,1.426
61.05663942399997,1.913,1.426
62.06027475200017,1.913,1.426
63.060520735999944,1.953,1.467
64.06227753599978,1.994,1.467
65.06417996800019,1.953,1.426
66.06462025600013,2.035,1.467
67.0641944959998,1.953,1.467
68.06549075200019,1.994,1.467
69.06532742399986,1.953,1.467
70.06854000000021,1.953,1.426
71.0681789119999,1.953,1.426
72.06975168000008,1.953,1.467
73.07096943999977,1.953,1.467
74.07111660800001,1.913,1.426
75.07307840000021,1.913,1.426
76.07234419199995,1.913,1.426
77.07490659199993,1.913,1.426
78.07313280000017,1.913,1.426
79.07423337599994,1.913,1.426
80.0744610239999,1.913,1.426
81.07626553599994,1.913,1.426
82.08020316800003,1.913,1.426
83.08036115200002,1.872,1.426
84.08104700800004,1.913,1.426
85.08237161599982,1.872,1.426
86.08207705599989,1.872,1.426
87.08328815999994,1.872,1.426
88.08500364800011,1.913,1.426
89.0864407680001,1.872,1.426
90.0863792959999,1.913,1.426
91.08789964800008,1.872,1.426
92.08848364799996,1.872,1.426
93.09045478400003,1.913,1.426
94.09028409599978,1.913,1.426
95.09290831999988,1.913,1.426
96.09308323200003,1.872,1.426
97.09386822399983,1.953,1.426
98.09410579199994,1.953,1.426
99.09519308800009,1.913,1.426
100.09716953599991,1.913,1.426
101.0977670719999,1.913,1.426
102.09709548799992,1.913,1.426
103.09945827199999,1.913,1.426
104.10019497599978,1.913,1.426
105.1017889599998,1.872,1.426
106.10356064000007,1.913,1.426
107.10451628800001,1.913,1.426
108.10409884799992,1.913,1.426
109.1067589119998,1.913,1.426
110.10755356800018,1.913,1.426
111.10726435200013,1.913,1.426
112.10831184000017,1.872,1.426
113.10968435199993,1.913,1.426
114.10881273599989,1.913,1.426
115.11075894399983,1.913,1.426
116.11169891200007,1.913,1.426
117.11480995200009,1.913,1.426
118.11401638400002,1.913,1.426
119.11525689600012,1.913,1.426
120.11752643199998,1.913,1.426
121.11685788800014,1.913,1.426
122.11618867200013,1.872,1.426
123.12095167999996,1.913,1.426
124.11966784000015,1.913,1.426
125.12146454399999,1.953,1.426
126.1229990400002,1.913,1.426
127.12388969599988,1.913,1.426
128.12552671999993,1.913,1.426
129.12437827199983,1.913,1.426
130.12775251199992,1.913,1.426
131.1292193280001,1.872,1.426
132.12840012800007,1.831,1.426
133.12850361600022,1.019,1.388
134.12873558399997,0.937,1.388
135.12833084800013,0.937,1.388
136.13013609600011,0.937,1.388
137.13187939199997,0.896,1.388
138.13219260799997,0.896,1.388
139.13361641599977,0.937,1.388
140.13365708799984,0.896,1.388
141.1361555200001,0.937,1.388
142.1363975039999,0.937,1.388
