Time,VDD_CPU_GPU_CV,VDD_SOC
5.593600008069188e-05,1.668,1.426
0.9918817920001857,1.1,1.386
1.9918831680001858,0.937,1.388
2.9917568640003083,0.896,1.388
3.99332812800003,0.896,1.388
4.997565664000376,0.896,1.388
5.993447840000044,0.896,1.388
6.994273984000301,0.896,1.388
7.995757184000013,0.896,1.388
8.997526304000075,0.896,1.388
10.005336096000065,1.1,1.388
11.009820416000366,2.316,1.424
12.012628032000066,2.596,1.503
13.00920115200006,1.79,1.426
14.009695008000108,2.759,1.465
15.006502112000362,2.316,1.465
16.019152159999976,2.678,1.424
17.015255296000305,3.083,1.463
18.017930400000296,3.083,1.503
19.018971520000377,3.043,1.463
20.069053024000368,3.043,1.544
21.063792639999974,3.124,1.503
22.01304348800022,1.628,1.426
23.01607670400017,1.587,1.426
24.018617888000335,1.91,1.424
25.019028256000183,1.95,1.465
26.019961120000062,1.95,1.424
27.020997952000016,1.91,1.424
28.023978336000255,1.913,1.424
29.02294444800009,1.913,1.424
30.022423040000376,1.95,1.424
31.024529760000405,1.95,1.424
32.02669945600019,1.913,1.424
33.027311424000345,1.913,1.424
34.02742044800016,1.913,1.424
35.029096032000325,1.95,1.424
36.02893846400002,1.913,1.424
37.03213791999997,1.913,1.424
38.03231840000035,1.95,1.424
39.03304748800019,1.91,1.424
40.034057600000324,1.913,1.424
41.034716672000286,1.91,1.424
42.036001216000386,1.95,1.424
43.03800086399997,1.913,1.424
44.038432576000105,1.913,1.424
45.038315008000154,1.913,1.424
46.039230880000105,1.913,1.424
47.043014784000206,1.95,1.424
48.04181040000003,1.95,1.424
49.04339161600001,1.913,1.424
50.04326547200026,1.91,1.424
51.04562118400008,1.95,1.424
52.04651107200016,1.91,1.424
53.04748960000006,1.95,1.424
54.047639104000154,1.91,1.424
55.0506214080001,1.91,1.424
56.050633568000194,1.913,1.424
57.05192784000019,1.95,1.424
58.052333567999995,1.95,1.424
59.05335356800015,1.95,1.424
60.05416345599997,1.95,1.424
61.05510713600006,1.913,1.424
62.05573849600023,1.913,1.424
63.05596979200027,1.991,1.424
64.05799443200021,1.95,1.424
65.05868892800027,1.913,1.424
66.06117366400031,1.913,1.424
67.06103232000032,1.953,1.424
68.06188204800037,1.95,1.424
69.06200150400036,1.953,1.424
70.06483264000008,1.913,1.424
71.06545705600001,1.95,1.424
72.06615017600006,1.91,1.424
73.06790294400025,1.91,1.424
74.06656182400002,1.913,1.424
75.0686906560004,1.91,1.424
76.06883622400028,1.913,1.424
77.06907385600016,1.913,1.424
78.07039548800003,1.91,1.424
79.07131846400034,1.913,1.424
80.07202835199996,1.95,1.424
81.0724189120001,1.913,1.424
82.07382995200032,1.991,1.424
83.07325337600014,1.913,1.424
84.07570041600002,1.913,1.424
85.07495328000005,1.91,1.465
86.07709772800035,1.953,1.424
87.07835683200028,1.913,1.424
88.08051046400033,1.913,1.424
89.08011824000005,1.953,1.424
90.08124566400011,1.953,1.424
91.08232060800037,1.95,1.424
92.08326825600034,1.91,1.424
93.08345398400024,1.95,1.424
94.08487308800022,1.953,1.424
95.08451900800037,1.913,1.424
96.08439161600018,1.913,1.424
97.08746156799998,1.913,1.424
98.08867529600002,1.95,1.424
99.08913126400012,1.913,1.424
100.08997433600007,1.953,1.424
101.09061081600021,1.953,1.424
102.09086595200006,1.913,1.424
103.09301721600013,1.91,1.424
104.09223289600004,1.913,1.424
105.09466668799996,1.95,1.424
106.09509654400017,1.95,1.424
107.09774809600003,1.91,1.424
108.09816576000003,1.91,1.424
109.09829401600018,1.95,1.424
110.10043971200002,1.95,1.424
111.09975692800026,1.95,1.424
112.10295379200033,1.95,1.424
113.10235334400022,1.913,1.424
114.10469334400022,1.91,1.424
115.10460451200015,1.91,1.424
116.10780464000027,1.913,1.424
117.10548400000016,1.506,1.426
118.10347398400017,0.937,1.388
119.10516400000006,0.937,1.388
120.10468160000028,0.896,1.388
121.10541270400017,0.896,1.388
122.10702406400014,0.896,1.388
123.1079426880001,0.896,1.388
124.10944758400001,0.896,1.388
125.11088220800002,0.896,1.388
126.11148828800015,0.896,1.388
127.11286134400007,0.896,1.388
