Time,VDD_CPU_GPU_CV,VDD_SOC
3.078400004596915e-05,1.628,1.426
0.9964127359999111,1.059,1.386
1.9950487999994948,0.937,1.386
2.9941968319999432,0.896,1.388
3.9946500480000395,0.896,1.388
4.996216543999253,0.896,1.388
5.996858559999964,0.896,1.386
6.997735455999646,0.896,1.388
7.999117952000233,0.896,1.388
9.000041792000047,0.896,1.388
10.006989599998633,1.141,1.386
11.012928160000229,2.275,1.424
12.014728959999047,2.596,1.544
13.009831039998971,1.709,1.424
14.014312703999167,2.678,1.463
15.010868287999983,2.515,1.463
16.023204639999676,2.596,1.424
17.02210531200035,3.043,1.463
18.019681407999087,3.119,1.544
19.02679747199909,3.083,1.463
20.0220191039989,3.038,1.544
21.091283967998606,3.2,1.503
22.01647427199896,1.625,1.424
23.020026751999467,1.546,1.424
24.019899103999705,2.072,1.465
25.022547552000105,2.153,1.465
26.022290879998764,2.153,1.465
27.02473980799914,2.153,1.465
28.024702143999093,2.153,1.465
29.026335423999626,2.113,1.465
30.026849503999983,2.113,1.465
31.027468672000396,2.113,1.465
32.02955388800001,2.113,1.465
33.03100595199976,2.153,1.465
34.03134927999963,2.113,1.465
35.03344825599925,2.153,1.465
36.03240473599908,2.153,1.465
37.032669919999535,2.153,1.465
38.035302111999044,2.113,1.465
39.03651164799885,2.153,1.465
40.03620876799869,2.113,1.465
41.03763958399941,2.153,1.465
42.04080470400004,2.153,1.465
43.04077369599872,2.153,1.465
44.042115840000406,2.113,1.465
45.04353260799871,2.113,1.465
46.04427049599872,2.153,1.465
47.043940415998804,2.113,1.465
48.04498057599994,2.113,1.465
49.048049663999336,2.113,1.465
50.04824057599944,2.153,1.465
51.049537375998625,2.153,1.465
52.049356223998984,2.113,1.465
53.050798239999494,2.153,1.465
54.05121894399963,2.153,1.465
55.05194633599967,2.153,1.465
56.05443619200014,2.153,1.465
57.05407030399874,2.153,1.465
58.05677497599936,2.153,1.465
59.05708390399923,2.113,1.465
60.05737347200011,2.153,1.465
61.057537056,2.153,1.465
62.0594399040001,2.153,1.465
63.06184697599929,2.153,1.465
64.06271110399939,2.194,1.465
65.06157827199968,2.153,1.465
66.06245664000016,2.113,1.465
67.06424819200038,2.153,1.465
68.06653910400019,2.153,1.465
69.06510307200006,2.153,1.465
70.06705903999864,2.153,1.465
71.0690525760001,2.113,1.465
72.06821664000017,2.153,1.465
73.07093014400016,2.153,1.465
74.0703235839992,2.113,1.465
75.07137129599869,2.153,1.465
76.07318614399992,2.153,1.465
77.07500182399963,2.113,1.465
78.07298185599939,1.141,1.386
79.07244854399869,0.937,1.388
80.0725778879987,0.896,1.388
81.07389759999933,0.896,1.388
82.07441273599943,0.896,1.388
83.0762453440002,0.896,1.386
84.07673273599903,0.896,1.388
85.0779432319996,0.896,1.388
86.07900041599896,0.896,1.388
87.07933308799875,0.896,1.388
88.07998009599942,0.896,1.388
